Unique_ID,dataset
ZC_19140,0
ZC_89448,0
ZC_18709,train
ZC_60406,train
ZC_33158,val
ZC_10312,train
ZC_11356,0
ZC_93721,test
ZC_89107,train
ZC_10021,test
ZC_21239,train
ZC_8638,val
ZC_55337,0
ZC_95211,train
ZC_20712,test
ZC_35254,train
ZC_71112,train
ZC_92599,train
ZC_91426,train
ZC_45212,train
ZC_11550,0
ZC_11553,0
ZC_27708,train
ZC_80921,train
ZC_95695,train
ZC_93036,train
ZC_97304,train
ZC_30315,train
ZC_91351,train
ZC_37410,0
ZC_60622,0
ZC_7022,0
ZC_77489,test
ZC_48193,train
ZC_60620,val
ZC_11102,train
ZC_77049,val
ZC_71104,train
ZC_8816,test
ZC_91380,train
ZC_98136,0
ZC_60476,0
ZC_15033,train
ZC_19560,train
ZC_99204,0
ZC_78229,train
ZC_2135,0
ZC_90057,train
ZC_34949,train
ZC_76548,train
ZC_89148,train
ZC_60645,train
ZC_44320,test
ZC_75231,0
ZC_99212,0
ZC_95327,train
ZC_94304,train
ZC_28222,train
ZC_94596,train
ZC_87195,train
ZC_90405,train
ZC_90042,train
ZC_89074,train
ZC_77591,0
ZC_92610,train
ZC_11530,0
ZC_11501,0
ZC_92506,train
ZC_98371,0
ZC_10022,0
ZC_10019,0
ZC_60017,val
ZC_24019,train
ZC_37940,0
ZC_90294,train
ZC_98422,0
ZC_25387,train
ZC_11421,0
ZC_92509,train
ZC_75219,train
ZC_92139,train
ZC_46203,train
ZC_10461,train
ZC_91737,train
ZC_32799,train
ZC_19116,train
ZC_85040,val
ZC_70052,train
ZC_15906,train
ZC_6606,0
ZC_60043,train
ZC_95148,0
ZC_97223,0
ZC_37411,0
ZC_29407,0
ZC_93402,train
ZC_2144,0
ZC_48507,train
ZC_27705,train
ZC_94619,train
ZC_97492,0
ZC_15214,train
ZC_94602,0
ZC_97232,train
ZC_37070,train
ZC_14204,0
ZC_44055,0
ZC_6890,train
ZC_63114,0
ZC_45242,train
ZC_43212,0
ZC_76129,0
ZC_22314,train
ZC_23111,val
ZC_8089,test
ZC_77651,train
ZC_15009,train
ZC_20012,train
ZC_97216,val
ZC_78045,0
ZC_62204,train
ZC_77584,train
ZC_60138,train
ZC_28810,test
ZC_5403,0
ZC_16114,train
ZC_20710,train
ZC_91199,train
ZC_38133,train
ZC_95820,train
ZC_11433,train
ZC_60565,0
ZC_85264,test
ZC_65806,train
ZC_27703,train
ZC_48021,train
ZC_23220,train
ZC_37227,train
ZC_40292,0
ZC_99251,0
ZC_47111,test
ZC_91003,train
ZC_48040,train
ZC_45223,train
ZC_28657,train
ZC_78228,0
ZC_92369,train
ZC_78415,train
ZC_11741,train
ZC_13495,0
ZC_96003,train
ZC_37208,0
ZC_44102,0
ZC_87416,train
ZC_19807,train
ZC_82923,train
ZC_78645,train
ZC_34240,train
ZC_77562,0
ZC_33860,train
ZC_10523,train
ZC_98817,0
ZC_92346,test
ZC_96818,train
ZC_77007,0
ZC_75025,train
ZC_20771,test
ZC_92515,train
ZC_10993,train
ZC_37229,test
ZC_84054,test
ZC_35206,train
ZC_48125,train
ZC_70062,val
ZC_22304,train
ZC_57110,train
ZC_22203,train
ZC_28206,train
ZC_6443,train
ZC_19135,train
ZC_40504,train
ZC_78704,0
ZC_12077,0
ZC_70113,0
ZC_91381,train
ZC_92842,train
ZC_95677,train
ZC_68056,0
ZC_35222,test
ZC_60655,train
ZC_90411,val
ZC_90407,train
ZC_90410,train
ZC_10704,train
ZC_32773,train
ZC_96760,0
ZC_15904,train
ZC_67204,train
ZC_84107,train
ZC_64166,train
ZC_63115,0
ZC_77701,test
ZC_32119,train
ZC_90083,train
ZC_90059,train
ZC_92514,train
ZC_60712,train
ZC_7032,val
ZC_77093,0
ZC_80840,train
ZC_48221,train
ZC_48015,train
ZC_98903,0
ZC_92116,train
ZC_91325,train
ZC_7712,test
ZC_49004,train
ZC_19126,train
ZC_33931,train
ZC_34208,test
ZC_27127,train
ZC_92322,train
ZC_6375,train
ZC_32208,0
ZC_90034,train
ZC_19810,train
ZC_60563,0
ZC_60053,train
ZC_90077,val
ZC_76052,train
ZC_27109,train
ZC_83404,0
ZC_77072,train
ZC_98121,0
ZC_89122,train
ZC_34981,train
ZC_15068,train
ZC_91950,train
ZC_98188,0
ZC_48089,test
ZC_37246,0
ZC_35214,0
ZC_78247,0
ZC_95350,train
ZC_33908,train
ZC_90231,train
ZC_85206,train
ZC_28232,train
ZC_28237,train
ZC_28230,train
ZC_28231,train
ZC_28235,train
ZC_28233,train
ZC_28234,test
ZC_28236,test
ZC_77082,test
ZC_98550,0
ZC_35208,train
ZC_91915,test
ZC_45419,0
ZC_49667,train
ZC_14208,0
ZC_90230,train
ZC_1940,train
ZC_8822,train
ZC_11726,train
ZC_33781,train
ZC_40206,train
ZC_21212,0
ZC_95340,train
ZC_6349,train
ZC_20850,train
ZC_40214,0
ZC_78402,0
ZC_70118,0
ZC_81323,train
ZC_11230,0
ZC_7621,train
ZC_46168,train
ZC_92105,train
ZC_28254,val
ZC_28243,train
ZC_28288,train
ZC_28250,train
ZC_60070,train
ZC_95765,train
ZC_63141,val
ZC_44307,train
ZC_15074,train
ZC_91001,test
ZC_48047,train
ZC_98373,0
ZC_63120,0
ZC_49048,train
ZC_37918,0
ZC_19611,train
ZC_1118,0
ZC_66607,train
ZC_85225,train
ZC_20176,train
ZC_45204,train
ZC_91775,train
ZC_20155,train
ZC_33756,train
ZC_76020,train
ZC_18503,train
ZC_4609,train
ZC_37072,train
ZC_44511,train
ZC_1907,train
ZC_97495,0
ZC_3446,train
ZC_28207,train
ZC_98112,train
ZC_10023,train
ZC_28309,val
ZC_2888,0
ZC_48192,0
ZC_37829,0
ZC_55101,0
ZC_64062,train
ZC_60419,0
ZC_92328,train
ZC_92834,train
ZC_77502,train
ZC_27712,train
ZC_35211,train
ZC_76031,train
ZC_28504,train
ZC_70806,train
ZC_95819,train
ZC_11226,0
ZC_10980,train
ZC_10705,train
ZC_43222,0
ZC_99203,0
ZC_19056,train
ZC_61201,train
ZC_38119,train
ZC_49445,val
ZC_75225,train
ZC_95125,0
ZC_60303,train
ZC_60636,train
ZC_90039,train
ZC_33238,0
ZC_39531,train
ZC_79764,0
ZC_60302,train
ZC_37928,0
ZC_68507,0
ZC_31906,train
ZC_37228,train
ZC_8107,train
ZC_64110,0
ZC_90291,train
ZC_64089,val
ZC_91191,train
ZC_11357,train
ZC_55114,train
ZC_49507,train
ZC_76015,train
ZC_8086,train
ZC_76201,train
ZC_91321,train
ZC_13206,train
ZC_87154,val
ZC_87191,train
ZC_17022,train
ZC_27104,train
ZC_91354,train
ZC_29052,train
ZC_60171,train
ZC_19350,train
ZC_95132,train
ZC_60626,train
ZC_45420,0
ZC_20617,train
ZC_37422,train
ZC_12520,0
ZC_90402,val
ZC_20148,train
ZC_55128,0
ZC_30308,train
ZC_49321,train
ZC_49883,train
ZC_14063,train
ZC_20770,train
ZC_7606,test
ZC_91320,train
ZC_83709,0
ZC_68516,0
ZC_14625,train
ZC_34201,train
ZC_35205,train
ZC_92372,train
ZC_3038,train
ZC_75032,train
ZC_92821,train
ZC_91902,train
ZC_40505,train
ZC_23227,test
ZC_12139,train
ZC_98102,train
ZC_98055,0
ZC_33139,train
ZC_60301,train
ZC_21733,train
ZC_11101,0
ZC_43085,train
ZC_92264,train
ZC_28348,train
ZC_77088,train
ZC_21108,train
ZC_34479,train
ZC_37122,train
ZC_5201,train
ZC_92251,val
ZC_99040,0
ZC_50321,train
ZC_78254,train
ZC_64492,test
ZC_98402,0
ZC_16507,train
ZC_70395,train
ZC_85381,test
ZC_4107,train
ZC_28721,train
ZC_48310,train
ZC_31907,train
ZC_55418,train
ZC_21152,train
ZC_94301,val
ZC_95618,train
ZC_23666,train
ZC_89084,train
ZC_13066,train
ZC_8882,train
ZC_77019,0
ZC_60015,val
ZC_55419,0
ZC_16226,val
ZC_43206,0
ZC_85204,test
ZC_20745,0
ZC_55810,0
ZC_44094,train
ZC_11223,0
ZC_19072,0
ZC_70130,0
ZC_90045,train
ZC_90409,test
ZC_55107,0
ZC_83835,0
ZC_33603,train
ZC_45065,val
ZC_20832,train
ZC_63118,0
ZC_42262,0
ZC_90102,train
ZC_13116,train
ZC_27722,train
ZC_60516,train
ZC_33134,0
ZC_28212,val
ZC_22312,val
ZC_19020,0
ZC_11757,train
ZC_91406,test
ZC_87131,train
ZC_98802,0
ZC_77042,0
ZC_62087,train
ZC_34207,train
ZC_85222,train
ZC_34231,0
ZC_28260,train
ZC_28265,train
ZC_28275,train
ZC_28272,train
ZC_28258,test
ZC_28255,train
ZC_28218,train
ZC_28290,val
ZC_28296,train
ZC_28289,train
ZC_28263,train
ZC_19601,train
ZC_78251,train
ZC_78207,0
ZC_19055,train
ZC_89113,train
ZC_19979,train
ZC_18052,train
ZC_11236,0
ZC_82001,train
ZC_15116,train
ZC_19348,train
ZC_66106,train
ZC_32810,train
ZC_91409,train
ZC_64161,0
ZC_61638,train
ZC_6385,train
ZC_61791,train
ZC_61710,train
ZC_93706,val
ZC_27410,train
ZC_45040,train
ZC_18704,train
ZC_33312,train
ZC_91497,train
ZC_7750,test
ZC_98908,0
ZC_2863,train
ZC_85029,train
ZC_90032,test
ZC_19390,train
ZC_28221,train
ZC_11208,0
ZC_91743,train
ZC_77026,0
ZC_97229,0
ZC_8109,val
ZC_11704,train
ZC_27406,train
ZC_14224,0
ZC_12108,test
ZC_87198,train
ZC_60179,val
ZC_37415,0
ZC_93271,train
ZC_91364,train
ZC_34285,train
ZC_85283,train
ZC_22308,val
ZC_43054,train
ZC_33771,train
ZC_3766,test
ZC_6106,train
ZC_40216,0
ZC_45208,train
ZC_10044,train
ZC_98020,0
ZC_77021,train
ZC_37115,train
ZC_28204,train
ZC_23860,train
ZC_85042,train
ZC_21225,train
ZC_33966,0
ZC_76541,train
ZC_90050,train
ZC_4347,0
ZC_79119,0
ZC_37214,0
ZC_15210,train
ZC_43240,test
ZC_77079,train
ZC_42223,0
ZC_2748,train
ZC_77046,0
ZC_46324,train
ZC_2131,train
ZC_32124,train
ZC_29662,train
ZC_10550,train
ZC_78501,train
ZC_64111,0
ZC_2777,test
ZC_10305,0
ZC_60161,val
ZC_71202,val
ZC_48529,train
ZC_27114,train
ZC_10308,train
ZC_16508,train
ZC_17404,train
ZC_65043,train
ZC_11416,train
ZC_13069,test
ZC_90233,train
ZC_55417,0
ZC_7670,train
ZC_70002,0
ZC_76131,test
ZC_79404,0
ZC_95815,train
ZC_99005,0
ZC_14216,0
ZC_85028,train
ZC_15030,train
ZC_37665,0
ZC_40177,train
ZC_23433,train
ZC_68514,train
ZC_40208,0
ZC_91978,train
ZC_73141,train
ZC_62018,train
ZC_95310,train
ZC_6461,train
ZC_20659,train
ZC_37802,0
ZC_40222,train
ZC_33119,train
ZC_66615,train
ZC_27103,train
ZC_77033,train
ZC_97220,train
ZC_93650,test
ZC_83814,0
ZC_93445,0
ZC_38018,train
ZC_20781,val
ZC_33256,train
ZC_22656,train
ZC_35244,train
ZC_98942,0
ZC_34472,train
ZC_85051,train
ZC_11804,train
ZC_49008,train
ZC_8097,train
ZC_49428,train
ZC_11596,0
ZC_47712,train
ZC_67216,test
ZC_77504,train
ZC_29206,test
ZC_7086,0
ZC_33234,0
ZC_95824,train
ZC_55804,train
ZC_46409,train
ZC_19038,train
ZC_30313,train
ZC_89102,test
ZC_97225,0
ZC_61815,0
ZC_93313,train
ZC_11361,train
ZC_89129,test
ZC_75115,train
ZC_38108,train
ZC_46404,train
ZC_15063,train
ZC_7601,train
ZC_24011,train
ZC_19533,test
ZC_70121,0
ZC_14218,0
ZC_95210,test
ZC_89519,train
ZC_90002,val
ZC_77041,train
ZC_33126,0
ZC_93705,test
ZC_78726,train
ZC_97333,0
ZC_90212,train
ZC_95355,train
ZC_60612,0
ZC_78230,train
ZC_60632,train
ZC_46405,train
ZC_15207,train
ZC_10532,train
ZC_95134,train
ZC_98537,0
ZC_87112,train
ZC_18702,train
ZC_95747,test
ZC_76140,0
ZC_91776,train
ZC_22311,train
ZC_34997,train
ZC_46229,test
ZC_20746,train
ZC_68529,0
ZC_78248,train
ZC_46807,val
ZC_21085,val
ZC_63737,test
ZC_12585,train
ZC_60619,train
ZC_28246,train
ZC_19047,train
ZC_77587,train
ZC_70507,test
ZC_44720,train
ZC_57105,train
ZC_87184,train
ZC_78225,0
ZC_37217,0
ZC_89149,train
ZC_61704,train
ZC_97202,train
ZC_80906,0
ZC_11727,train
ZC_32801,train
ZC_60615,train
ZC_76041,train
ZC_11420,train
ZC_37831,train
ZC_19120,train
ZC_28280,val
ZC_11753,0
ZC_46614,train
ZC_45225,train
ZC_8110,train
ZC_33239,train
ZC_83635,0
ZC_22041,train
ZC_70508,train
ZC_98087,0
ZC_75006,train
ZC_77023,train
ZC_28229,train
ZC_36617,train
ZC_60165,test
ZC_76502,train
ZC_46075,train
ZC_90006,train
ZC_18505,train
ZC_77002,0
ZC_98148,0
ZC_66605,train
ZC_17110,train
ZC_60290,0
ZC_37405,0
ZC_24012,train
ZC_28314,train
ZC_91784,test
ZC_11423,train
ZC_8618,test
ZC_28202,test
ZC_28284,train
ZC_96141,0
ZC_78236,0
ZC_27624,train
ZC_77506,train
ZC_37204,0
ZC_92249,train
ZC_6112,train
ZC_92317,train
ZC_15233,train
ZC_8360,train
ZC_27358,train
ZC_7724,train
ZC_33903,0
ZC_34202,train
ZC_28244,train
ZC_91752,val
ZC_38016,train
ZC_92822,train
ZC_34238,0
ZC_10927,train
ZC_73008,0
ZC_48463,train
ZC_27130,test
ZC_91303,train
ZC_93013,train
ZC_6515,train
ZC_87197,val
ZC_15211,train
ZC_60130,test
ZC_78242,0
ZC_78573,train
ZC_16502,val
ZC_34221,train
ZC_89143,val
ZC_76109,0
ZC_37351,0
ZC_34957,train
ZC_10301,0
ZC_78250,train
ZC_95128,train
ZC_68522,0
ZC_21204,train
ZC_8059,train
ZC_6804,train
ZC_16212,train
ZC_71109,train
ZC_29016,val
ZC_40503,train
ZC_92504,test
ZC_12205,test
ZC_60564,0
ZC_21613,train
ZC_19609,train
ZC_60707,train
ZC_97218,train
ZC_70071,val
ZC_55416,0
ZC_7646,val
ZC_89721,train
ZC_91729,train
ZC_20143,train
ZC_30314,train
ZC_16229,train
ZC_37042,0
ZC_48224,train
ZC_19090,train
ZC_47129,train
ZC_8609,train
ZC_7934,train
ZC_98499,0
ZC_45323,train
ZC_40203,0
ZC_32250,train
ZC_39520,train
ZC_18433,train
ZC_94130,train
ZC_8031,train
ZC_11360,train
ZC_89139,train
ZC_7442,train
ZC_64150,train
ZC_11417,train
ZC_7083,train
ZC_13078,train
ZC_78613,val
ZC_74044,test
ZC_11210,0
ZC_45801,train
ZC_78411,test
ZC_21703,train
ZC_84108,train
ZC_70117,0
ZC_93720,train
ZC_32307,train
ZC_94585,train
ZC_48504,test
ZC_14534,train
ZC_8629,test
ZC_90840,0
ZC_72207,train
ZC_45216,train
ZC_83462,0
ZC_90895,0
ZC_70301,train
ZC_28281,train
ZC_60469,train
ZC_78233,0
ZC_90805,0
ZC_11234,0
ZC_19095,test
ZC_90210,train
ZC_96706,0
ZC_19406,train
ZC_60187,train
ZC_20707,train
ZC_92140,train
ZC_19604,train
ZC_11364,train
ZC_82006,train
ZC_6114,train
ZC_77010,0
ZC_77581,train
ZC_7608,train
ZC_14203,0
ZC_92503,train
ZC_33760,train
ZC_77037,0
ZC_7040,train
ZC_27116,train
ZC_40031,train
ZC_28282,test
ZC_66062,train
ZC_28771,train
ZC_33114,0
ZC_99037,0
ZC_75081,0
ZC_78406,val
ZC_11575,0
ZC_19952,train
ZC_75206,0
ZC_48202,0
ZC_92843,train
ZC_61641,train
ZC_60137,train
ZC_37909,0
ZC_5777,train
ZC_37116,train
ZC_32204,0
ZC_44052,0
ZC_28652,train
ZC_72301,train
ZC_10303,train
ZC_85120,train
ZC_34109,train
ZC_27858,train
ZC_27833,train
ZC_72205,train
ZC_96816,0
ZC_33133,0
ZC_63129,train
ZC_40219,0
ZC_8090,train
ZC_2128,train
ZC_95389,train
ZC_85023,train
ZC_27619,train
ZC_27622,val
ZC_10304,0
ZC_94129,train
ZC_33713,train
ZC_2021,train
ZC_87103,train
ZC_37919,0
ZC_10977,train
ZC_98233,train
ZC_37846,test
ZC_14209,0
ZC_92698,train
ZC_95348,train
ZC_55448,val
ZC_7661,test
ZC_45249,train
ZC_48064,train
ZC_66103,train
ZC_48732,0
ZC_13417,0
ZC_91773,train
ZC_44144,0
ZC_7756,train
ZC_7050,train
ZC_30066,train
ZC_87108,train
ZC_94112,train
ZC_78231,train
ZC_46220,train
ZC_30310,train
ZC_94546,train
ZC_33777,train
ZC_11716,train
ZC_45428,0
ZC_92841,train
ZC_97224,0
ZC_37203,0
ZC_7074,train
ZC_66608,train
ZC_87158,val
ZC_90808,0
ZC_44446,0
ZC_73139,train
ZC_90209,train
ZC_90213,train
ZC_19081,train
ZC_60642,0
ZC_80919,test
ZC_45490,0
ZC_45413,0
ZC_75204,train
ZC_95050,train
ZC_20016,train
ZC_10701,train
ZC_96753,0
ZC_33461,train
ZC_95136,0
ZC_87196,train
ZC_48212,test
ZC_49002,train
ZC_2915,0
ZC_60177,train
ZC_90712,0
ZC_60040,train
ZC_7204,0
ZC_43221,0
ZC_70115,0
ZC_91394,train
ZC_94303,train
ZC_95207,train
ZC_77059,test
ZC_33621,train
ZC_43214,train
ZC_8608,test
ZC_10465,0
ZC_48314,train
ZC_96140,0
ZC_32301,train
ZC_28285,test
ZC_85145,test
ZC_99336,0
ZC_49418,val
ZC_94070,train
ZC_79906,train
ZC_21532,test
ZC_70811,train
ZC_83401,0
ZC_21009,train
ZC_91350,test
ZC_48073,train
ZC_87102,train
ZC_99223,0
ZC_33138,0
ZC_19522,train
ZC_44104,val
ZC_61799,train
ZC_76205,train
ZC_48519,train
ZC_60643,train
ZC_6516,train
ZC_15215,train
ZC_19082,0
ZC_98405,0
ZC_85284,train
ZC_20705,train
ZC_8108,val
ZC_75211,train
ZC_97601,0
ZC_15012,train
ZC_17584,train
ZC_11239,0
ZC_18032,train
ZC_94118,train
ZC_78256,test
ZC_33610,test
ZC_1505,0
ZC_33919,0
ZC_85172,0
ZC_46628,test
ZC_85143,0
ZC_64155,train
ZC_35811,train
ZC_93307,val
ZC_97624,0
ZC_93110,val
ZC_33545,train
ZC_13403,0
ZC_11901,train
ZC_85033,train
ZC_32257,0
ZC_98002,0
ZC_80918,train
ZC_87106,train
ZC_6071,train
ZC_28789,train
ZC_90005,train
ZC_34655,train
ZC_21252,train
ZC_70003,train
ZC_64060,val
ZC_3062,train
ZC_15208,train
ZC_27416,train
ZC_85203,train
ZC_89120,train
ZC_84109,train
ZC_76148,train
ZC_79101,0
ZC_76705,train
ZC_56379,train
ZC_75252,train
ZC_21222,train
ZC_91304,train
ZC_75709,train
ZC_56465,train
ZC_98198,0
ZC_24016,train
ZC_91780,train
ZC_91436,train
ZC_48227,train
ZC_37763,0
ZC_19720,0
ZC_90007,test
ZC_28242,train
ZC_30901,train
ZC_46323,train
ZC_34241,0
ZC_3304,train
ZC_1960,train
ZC_18103,train
ZC_37236,0
ZC_75070,train
ZC_2919,0
ZC_48421,train
ZC_7094,0
ZC_89052,train
ZC_95037,test
ZC_27012,val
ZC_48204,0
ZC_88012,train
ZC_6831,train
ZC_94502,0
ZC_55075,0
ZC_91309,train
ZC_16262,train
ZC_55410,0
ZC_38117,train
ZC_94065,train
ZC_78214,0
ZC_28785,train
ZC_2726,test
ZC_77396,train
ZC_21001,train
ZC_32501,train
ZC_7079,train
ZC_21226,train
ZC_45470,0
ZC_45448,0
ZC_79110,0
ZC_6105,train
ZC_6611,0
ZC_64112,0
ZC_6095,test
ZC_60452,train
ZC_29615,0
ZC_14214,0
ZC_15945,train
ZC_75201,train
ZC_12518,0
ZC_93599,train
ZC_19602,train
ZC_76542,train
ZC_75202,train
ZC_94521,train
ZC_3060,train
ZC_93463,train
ZC_90041,test
ZC_62684,train
ZC_60515,train
ZC_46234,test
ZC_29821,train
ZC_11507,0
ZC_19141,train
ZC_60482,val
ZC_18504,train
ZC_78244,0
ZC_97212,train
ZC_55108,test
ZC_4105,train
ZC_11801,0
ZC_19096,0
ZC_32805,test
ZC_67217,train
ZC_98506,0
ZC_76544,train
ZC_6901,train
ZC_90624,train
ZC_37914,0
ZC_32502,test
ZC_60106,train
ZC_60625,0
ZC_45205,train
ZC_15714,train
ZC_95658,val
ZC_60305,train
ZC_60076,train
ZC_60148,train
ZC_60121,train
ZC_55109,0
ZC_77306,train
ZC_28662,val
ZC_46236,train
ZC_32506,train
ZC_77702,train
ZC_22150,train
ZC_73128,0
ZC_19078,train
ZC_30035,train
ZC_11756,0
ZC_77020,0
ZC_6855,train
ZC_98029,test
ZC_83844,0
ZC_46408,train
ZC_91913,test
ZC_73130,train
ZC_14202,0
ZC_33153,0
ZC_85255,train
ZC_90232,train
ZC_57108,train
ZC_78219,0
ZC_98438,0
ZC_8201,val
ZC_32164,train
ZC_37409,0
ZC_33124,0
ZC_64119,0
ZC_73135,train
ZC_27107,train
ZC_80910,0
ZC_75205,train
ZC_61709,train
ZC_98119,0
ZC_92135,train
ZC_82007,train
ZC_80528,0
ZC_20852,train
ZC_48206,0
ZC_11427,train
ZC_45226,train
ZC_76137,test
ZC_48076,train
ZC_60609,train
ZC_30306,train
ZC_60077,train
ZC_78504,train
ZC_3455,train
ZC_67206,train
ZC_1001,0
ZC_73132,0
ZC_92248,train
ZC_16865,train
ZC_91305,train
ZC_14445,train
ZC_98166,0
ZC_97408,test
ZC_82422,test
ZC_32534,train
ZC_62294,train
ZC_97006,0
ZC_90011,train
ZC_17034,train
ZC_11224,0
ZC_33011,0
ZC_29301,0
ZC_5262,train
ZC_70056,0
ZC_68528,0
ZC_34215,train
ZC_95357,train
ZC_98109,0
ZC_30309,train
ZC_28304,train
ZC_15061,val
ZC_34293,train
ZC_34234,train
ZC_60599,0
ZC_60598,0
ZC_91710,train
ZC_11436,train
ZC_31217,train
ZC_80909,0
ZC_5446,0
ZC_40202,0
ZC_10594,train
ZC_8534,train
ZC_12110,val
ZC_87419,train
ZC_10553,train
ZC_77051,train
ZC_6754,train
ZC_10552,train
ZC_45415,0
ZC_17702,train
ZC_60160,train
ZC_64130,0
ZC_76010,train
ZC_48509,train
ZC_15021,train
ZC_61635,0
ZC_21216,0
ZC_68133,0
ZC_92844,val
ZC_60105,train
ZC_32303,train
ZC_75034,train
ZC_64164,train
ZC_8106,train
ZC_67210,val
ZC_60459,val
ZC_71105,train
ZC_33809,train
ZC_76135,train
ZC_46241,train
ZC_6796,train
ZC_85043,0
ZC_83113,train
ZC_63147,train
ZC_48108,test
ZC_4474,0
ZC_93441,val
ZC_77005,0
ZC_91761,train
ZC_90010,train
ZC_87165,train
ZC_98403,0
ZC_8096,train
ZC_94305,val
ZC_20912,0
ZC_63119,0
ZC_1501,0
ZC_90061,test
ZC_28661,train
ZC_94587,test
ZC_78201,0
ZC_30281,train
ZC_40109,train
ZC_90621,val
ZC_3049,test
ZC_90058,train
ZC_60037,train
ZC_33714,train
ZC_44405,0
ZC_54880,0
ZC_91344,train
ZC_77303,train
ZC_21286,train
ZC_20784,test
ZC_55125,0
ZC_93465,train
ZC_45209,train
ZC_19119,0
ZC_19033,test
ZC_44410,0
ZC_19128,train
ZC_8619,train
ZC_60546,train
ZC_60659,test
ZC_60110,train
ZC_38128,train
ZC_92258,train
ZC_23436,train
ZC_2149,0
ZC_98011,0
ZC_40059,train
ZC_64508,0
ZC_79411,0
ZC_98001,0
ZC_11755,train
ZC_33010,0
ZC_91932,train
ZC_48066,train
ZC_19142,0
ZC_96789,0
ZC_7628,train
ZC_49441,train
ZC_23836,train
ZC_28274,train
ZC_48211,train
ZC_92517,train
ZC_7003,train
ZC_68128,train
ZC_21793,train
ZC_48026,train
ZC_37235,0
ZC_33233,0
ZC_43219,train
ZC_47725,train
ZC_37232,0
ZC_64068,train
ZC_44420,train
ZC_1106,0
ZC_6033,train
ZC_12189,train
ZC_91343,train
ZC_29405,0
ZC_33912,0
ZC_99352,train
ZC_45013,train
ZC_77375,train
ZC_90304,train
ZC_49675,train
ZC_76127,train
ZC_98057,0
ZC_35213,train
ZC_60633,0
ZC_48207,0
ZC_37212,0
ZC_77025,0
ZC_94941,train
ZC_93245,train
ZC_1908,train
ZC_72703,train
ZC_37240,0
ZC_73114,0
ZC_78744,0
ZC_90020,train
ZC_33266,0
ZC_77006,0
ZC_88063,0
ZC_8062,train
ZC_1226,val
ZC_87125,train
ZC_87101,train
ZC_97222,train
ZC_48180,test
ZC_44512,0
ZC_79918,val
ZC_7945,train
ZC_60660,train
ZC_77048,train
ZC_1007,train
ZC_97230,train
ZC_90029,train
ZC_20783,0
ZC_27608,train
ZC_44471,0
ZC_78746,0
ZC_11359,train
ZC_20866,train
ZC_20910,0
ZC_90714,0
ZC_45236,train
ZC_90266,train
ZC_30741,0
ZC_78258,train
ZC_21077,train
ZC_3755,val
ZC_90004,train
ZC_2151,train
ZC_27106,train
ZC_7836,train
ZC_92071,train
ZC_77703,train
ZC_32312,val
ZC_85233,train
ZC_19138,train
ZC_94127,train
ZC_7065,0
ZC_94122,train
ZC_43223,0
ZC_85142,0
ZC_97239,train
ZC_60029,train
ZC_35209,train
ZC_90312,train
ZC_22207,test
ZC_23230,train
ZC_59601,0
ZC_77099,val
ZC_35816,train
ZC_46222,test
ZC_71201,train
ZC_34983,train
ZC_85018,train
ZC_85207,train
ZC_10577,train
ZC_48017,train
ZC_98133,0
ZC_55901,train
ZC_17601,train
ZC_1520,train
ZC_34950,train
ZC_8241,train
ZC_94561,train
ZC_36603,train
ZC_96781,0
ZC_28728,train
ZC_90272,train
ZC_59623,0
ZC_5489,train
ZC_77024,0
ZC_6335,train
ZC_19035,train
ZC_46221,train
ZC_11762,train
ZC_78586,train
ZC_60555,0
ZC_95822,train
ZC_19808,train
ZC_33619,val
ZC_7052,train
ZC_85258,train
ZC_29376,0
ZC_7739,train
ZC_92040,train
ZC_19701,0
ZC_18104,train
ZC_6756,train
ZC_19112,0
ZC_38138,train
ZC_85305,train
ZC_70812,train
ZC_38058,val
ZC_90309,test
ZC_40242,train
ZC_79172,0
ZC_79168,0
ZC_79166,0
ZC_19931,test
ZC_79174,0
ZC_79189,0
ZC_79185,0
ZC_79178,0
ZC_92587,val
ZC_95420,0
ZC_10952,train
ZC_43207,0
ZC_1834,train
ZC_90211,train
ZC_44430,0
ZC_35810,train
ZC_49440,train
ZC_8063,train
ZC_35210,train
ZC_11229,0
ZC_68152,test
ZC_90302,test
ZC_46107,0
ZC_76559,train
ZC_48214,train
ZC_68104,train
ZC_77043,train
ZC_98443,0
ZC_91367,train
ZC_79908,train
ZC_6905,val
ZC_44108,train
ZC_98366,0
ZC_28297,val
ZC_20782,0
ZC_90711,0
ZC_92690,train
ZC_92111,train
ZC_15434,train
ZC_8884,train
ZC_10464,train
ZC_20639,train
ZC_29658,0
ZC_95212,train
ZC_28803,val
ZC_31901,train
ZC_23112,train
ZC_20164,train
ZC_79835,0
ZC_89031,train
ZC_11577,0
ZC_4108,train
ZC_48225,train
ZC_6902,train
ZC_60638,train
ZC_21227,0
ZC_70609,0
ZC_78227,0
ZC_2171,train
ZC_61615,train
ZC_3064,train
ZC_20720,train
ZC_49405,train
ZC_75067,train
ZC_98040,train
ZC_2911,0
ZC_14201,0
ZC_90072,train
ZC_43082,train
ZC_7720,train
ZC_89423,0
ZC_78503,train
ZC_85345,train
ZC_60637,train
ZC_82609,train
ZC_98516,0
ZC_28776,val
ZC_40272,train
ZC_76513,train
ZC_62240,train
ZC_77054,train
ZC_13492,0
ZC_70001,0
